Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000027357,Crls1,Gene Expression,0.08425378278215731,0.0,0.0,3048,0.9313633445728234,1529
ENSMUSG00000031812,Map1lc3b,Gene Expression,0.08424677741749995,0.0,0.0,19134,6.307195255390647,2646
ENSMUSG00000057561,Eif1a,Gene Expression,0.08423256568042425,0.0,0.0,3532,1.0828315763191392,1690
ENSMUSG00000040811,Eml2,Gene Expression,0.08420712183390591,0.0,0.0,5214,1.771164776171167,2103
ENSMUSG00000076612,Ighg2c,Gene Expression,0.08418581570358094,0.0,0.0,117,0.03733042935940657,101
ENSMUSG00000038079,Tmem237,Gene Expression,0.08415086357112438,0.0,0.0,2297,0.6918269636728391,1288
ENSMUSG00000024660,Incenp,Gene Expression,0.08414576317007855,0.0,0.0,726,0.23492255183463,577
ENSMUSG00000024654,Asrgl1,Gene Expression,0.084143932720967,0.0,0.0,9607,3.5699349189747744,2566
ENSMUSG00000037966,Ninj1,Gene Expression,0.08413346714301216,0.0,0.0,2895,0.9431011549218965,1523
ENSMUSG00000040298,Btbd16,Gene Expression,0.08412566394991611,0.0,0.0,212,0.08800061182689138,191
ENSMUSG00000030967,Zranb1,Gene Expression,0.08412346358759787,0.0,0.0,4156,1.3748286162942003,1856
ENSMUSG00000038756,Ttll6,Gene Expression,0.08409153275609964,0.0,0.0,38,0.009914991779884894,31
ENSMUSG00000038642,Ctss,Gene Expression,0.08403576088815055,0.0,0.0,5551,2.0356289209019134,1990
ENSMUSG00000022175,Lrp10,Gene Expression,0.08388364050945796,0.0,0.0,2547,0.8655181226379649,1442
ENSMUSG00000019278,Dpep1,Gene Expression,0.08387465434498231,0.0,0.0,24,0.005079466083662465,21
ENSMUSG00000035674,Ndufa3,Gene Expression,0.0838547063532257,0.0,0.0,34374,11.383658046946325,2687
ENSMUSG00000042807,Hecw2,Gene Expression,0.08385456294756678,0.0,0.0,1841,0.6340581187387123,1211
ENSMUSG00000045031,Cetn4,Gene Expression,0.08383609617286757,0.0,0.0,1260,0.3695909826143872,861
ENSMUSG00000079508,Apoo,Gene Expression,0.08382323380823863,0.0,0.0,4814,1.4414189309308865,1876
ENSMUSG00000037458,Azin1,Gene Expression,0.08381378372186725,0.0,0.0,6579,2.13535342989451,2203
ENSMUSG00000005161,Prdx2,Gene Expression,0.08379894928959783,0.0,0.0,27450,8.725022743723159,2667
ENSMUSG00000063975,Slco1a5,Gene Expression,0.08379061796065983,0.0,0.0,30,0.008014730331869769,26
ENSMUSG00000085148,Mir22hg,Gene Expression,0.08377523779158785,0.0,0.0,1912,0.5871917218695942,1160
ENSMUSG00000057315,Arhgap24,Gene Expression,0.08375113639228532,0.0,0.0,546,0.17431540425688097,426
ENSMUSG00000028964,Park7,Gene Expression,0.08374968203137632,0.0,0.0,19680,6.265564583649993,2640
ENSMUSG00000029918,Mrps33,Gene Expression,0.0837402105930679,0.0,0.0,13908,4.356881483793757,2554
ENSMUSG00000022558,Mroh1,Gene Expression,0.08369408500465005,0.0,0.0,2273,0.7367721391770685,1346
ENSMUSG00000058258,Idi1,Gene Expression,0.08367284517135072,0.0,0.0,2453,0.8696116394364517,1449
ENSMUSG00000058260,Serpina9,Gene Expression,0.08366518562596482,0.0,0.0,72,0.02148486103440578,57
ENSMUSG00000054455,Vapb,Gene Expression,0.08361193122129855,0.0,0.0,7521,2.4140767332109694,2296
ENSMUSG00000029765,Plxna4,Gene Expression,0.08361050269053516,0.0,0.0,2695,0.8543775003899057,1421
ENSMUSG00000040605,Bace2,Gene Expression,0.08357235001400791,0.0,0.0,362,0.1257419688058063,277
ENSMUSG00000056054,S100a8,Gene Expression,0.08355900604480523,0.0,0.0,815,0.31151634094028957,346
ENSMUSG00000038582,Pptc7,Gene Expression,0.0835416072587134,0.0,0.0,3147,1.059261026396028,1657
ENSMUSG00000024777,Ppp2r5b,Gene Expression,0.08353922327213484,0.0,0.0,6861,2.302094708831362,2267
ENSMUSG00000059005,Hnrnpa3,Gene Expression,0.08352581425778213,0.0,0.0,16677,5.389178524973786,2601
ENSMUSG00000028982,Slc25a33,Gene Expression,0.08352548286067839,0.0,0.0,3578,1.1903127258175503,1727
ENSMUSG00000044164,Rnf182,Gene Expression,0.0835025277373621,0.0,0.0,777,0.2425205103773742,558
ENSMUSG00000038296,Galnt18,Gene Expression,0.0835008473914249,0.0,0.0,1546,0.4578267701703189,971
ENSMUSG00000032251,Irak1bp1,Gene Expression,0.08338940611744235,0.0,0.0,2780,0.8559881794367024,1450
ENSMUSG00000016386,Mpped2,Gene Expression,0.08337802568829834,0.0,0.0,1747,0.5291732346135667,1048
ENSMUSG00000026511,Srp9,Gene Expression,0.0833697926732936,0.0,0.0,11279,3.486411500260177,2455
ENSMUSG00000038354,Ankrd35,Gene Expression,0.0833673970435222,0.0,0.0,948,0.2947961399657039,696
ENSMUSG00000025868,Higd2a,Gene Expression,0.08335077269583545,0.0,0.0,16448,5.180570793722154,2580
ENSMUSG00000028461,Ccdc107,Gene Expression,0.08328681154896461,0.0,0.0,4326,1.3458950418143463,1865
ENSMUSG00000020814,Mxra7,Gene Expression,0.08326236054542387,0.0,0.0,1150,0.36621278539189484,823
ENSMUSG00000060284,Sp7,Gene Expression,0.0832572607803731,0.0,0.0,175,0.07053174099542238,148
ENSMUSG00000039646,Vasn,Gene Expression,0.08324314775637794,0.0,0.0,527,0.16854871492389173,404
ENSMUSG00000038646,Ramac,Gene Expression,0.08323591698912786,0.0,0.0,6009,1.8523034955237418,2077
ENSMUSG00000045349,Sh2d5,Gene Expression,0.08322277008388006,0.0,0.0,2506,0.7605589354487884,1389
ENSMUSG00000068749,Psma5,Gene Expression,0.08321667047841114,0.0,0.0,9251,2.8611988401300628,2341
ENSMUSG00000038894,Irs2,Gene Expression,0.08321618831170319,0.0,0.0,2888,0.9734045168243239,1571
ENSMUSG00000031962,Cdh15,Gene Expression,0.08321139073097492,0.0,0.0,480,0.13866205907466908,394
ENSMUSG00000115378,Gm39653,Gene Expression,0.08319826557982722,0.0,0.0,32,0.007892195068218024,22
ENSMUSG00000006699,Cdc42,Gene Expression,0.08318448793002366,0.0,0.0,25835,8.233523270447758,2662
ENSMUSG00000032454,Rbp2,Gene Expression,0.08316700300825261,0.0,0.0,19,0.0061515650512303215,15
ENSMUSG00000020083,Fam241b,Gene Expression,0.08312146930446468,0.0,0.0,2318,0.7328557908114893,1345
ENSMUSG00000053253,Ndfip2,Gene Expression,0.08310649678900013,0.0,0.0,7253,2.3311702560306053,2254
ENSMUSG00000030663,1110004F10Rik,Gene Expression,0.08309453476937556,0.0,0.0,9930,3.1105868389626896,2419
ENSMUSG00000031149,Praf2,Gene Expression,0.08302763532139239,0.0,0.0,8736,2.706460856392782,2318
ENSMUSG00000033007,Asic4,Gene Expression,0.08301864646743284,0.0,0.0,456,0.14757880319018502,327
ENSMUSG00000046287,Pnma3,Gene Expression,0.08299926194730316,0.0,0.0,894,0.26638333869620345,653
ENSMUSG00000061118,Dnajc30,Gene Expression,0.0829697655129925,0.0,0.0,4276,1.3126228563355185,1837
ENSMUSG00000001576,Ergic1,Gene Expression,0.0829665843763566,0.0,0.0,4915,1.5671077583613797,1995
ENSMUSG00000043991,Pura,Gene Expression,0.0829478401387614,0.0,0.0,6520,2.2213405577829923,2244
ENSMUSG00000020917,Acly,Gene Expression,0.08292755251063035,0.0,0.0,7448,2.3794435658033355,2280
ENSMUSG00000075012,Fjx1,Gene Expression,0.08285864737829611,0.0,0.0,3597,1.240262687261388,1785
ENSMUSG00000059900,Tmem40,Gene Expression,0.08284373759294082,0.0,0.0,110,0.03741077901611501,97
ENSMUSG00000020388,Pdlim4,Gene Expression,0.08283422501924921,0.0,0.0,954,0.319085014507731,697
ENSMUSG00000065990,Aurkaip1,Gene Expression,0.0828205190551224,0.0,0.0,11195,3.5534716256851095,2468
ENSMUSG00000030751,Psma1,Gene Expression,0.08280614915100794,0.0,0.0,8646,2.673008767173547,2314
ENSMUSG00000031610,Scrg1,Gene Expression,0.08276879863054937,0.0,0.0,3475,1.2777459728199847,1729
ENSMUSG00000027792,Bche,Gene Expression,0.082757014727377,0.0,0.0,271,0.11868771674932026,225
ENSMUSG00000027397,Slc20a1,Gene Expression,0.08274228566983403,0.0,0.0,4202,1.400204921454871,1887
ENSMUSG00000013593,Ndufs2,Gene Expression,0.0827123086715903,0.0,0.0,16475,5.261748173834542,2621
ENSMUSG00000024511,Rab27b,Gene Expression,0.0827044591863103,0.0,0.0,1706,0.5149047028504881,1061
ENSMUSG00000033429,Mcee,Gene Expression,0.08263438795711282,0.0,0.0,4509,1.427593084138505,1909
ENSMUSG00000022013,Dnajc15,Gene Expression,0.08262595398572889,0.0,0.0,7188,2.2960784404692474,2239
ENSMUSG00000073910,Mob3b,Gene Expression,0.08262574190642101,0.0,0.0,426,0.16923997277328917,348
ENSMUSG00000038295,Atg9b,Gene Expression,0.08262296723906279,0.0,0.0,402,0.11992253389625879,339
ENSMUSG00000043831,Lysmd4,Gene Expression,0.08261773686009005,0.0,0.0,2805,0.8818167837776764,1520
ENSMUSG00000031022,BC051019,Gene Expression,0.0825997883836419,0.0,0.0,48,0.015235981191589188,35
ENSMUSG00000028944,Prkag2,Gene Expression,0.08253975823253357,0.0,0.0,3345,1.0204750404596887,1607
ENSMUSG00000050640,Tmem150c,Gene Expression,0.08252721550786349,0.0,0.0,1476,0.468822118351456,963
ENSMUSG00000001380,Hars,Gene Expression,0.08245716546596545,0.0,0.0,7011,2.1836345646415354,2201
ENSMUSG00000037940,Inpp4b,Gene Expression,0.08243396028951432,0.0,0.0,635,0.21755148263782736,505
ENSMUSG00000044646,Zbtb7c,Gene Expression,0.08242791990629794,0.0,0.0,271,0.0791009098881357,221
ENSMUSG00000023153,Tmem52,Gene Expression,0.0824204144534131,0.0,0.0,184,0.06511253266188574,143
ENSMUSG00000022225,Cma1,Gene Expression,0.08241924605924125,0.0,0.0,22,0.006542699919356504,10
ENSMUSG00000021951,Eef1akmt1,Gene Expression,0.0824184766651025,0.0,0.0,4163,1.2654413156001116,1806
ENSMUSG00000044244,Il20rb,Gene Expression,0.08241005175095413,0.0,0.0,39,0.008186917783569711,31
ENSMUSG00000032012,Nectin1,Gene Expression,0.0824089420812374,0.0,0.0,2497,0.8582335048448723,1428
ENSMUSG00000028656,Cap1,Gene Expression,0.082404224647404,0.0,0.0,6106,2.0030402667886666,2165
ENSMUSG00000037306,Man1c1,Gene Expression,0.08238055191954102,0.0,0.0,1561,0.5144850099941659,1026
ENSMUSG00000026883,Dab2ip,Gene Expression,0.08235948859375349,0.0,0.0,3303,1.1444527056671092,1742
ENSMUSG00000036622,Atp13a2,Gene Expression,0.08232258866794555,0.0,0.0,7419,2.430629397267888,2286
ENSMUSG00000022865,Cxadr,Gene Expression,0.08230375924082363,0.0,0.0,1152,0.3704734326281196,825
ENSMUSG00000067604,Nms,Gene Expression,0.08227245133201533,0.0,0.0,11,0.002275181898566289,8
ENSMUSG00000037148,Arhgap10,Gene Expression,0.08226641839323758,0.0,0.0,588,0.19073318063664038,485
ENSMUSG00000038429,Usp5,Gene Expression,0.08224266539138947,0.0,0.0,11093,3.5544149139878107,2488
ENSMUSG00000042156,Dzip1,Gene Expression,0.08221560650422517,0.0,0.0,2304,0.7734890768489373,1373
ENSMUSG00000055932,Fto,Gene Expression,0.08216217070081686,0.0,0.0,6672,2.120900970393523,2192
ENSMUSG00000036103,Colec12,Gene Expression,0.08215054046305675,0.0,0.0,549,0.1994801691741257,365
ENSMUSG00000029385,Ccng2,Gene Expression,0.08212670414943168,0.0,0.0,2155,0.6867429187356431,1282
ENSMUSG00000086369,E330017L17Rik,Gene Expression,0.08212271137593621,0.0,0.0,64,0.023566226973208364,55
ENSMUSG00000001240,Ramp2,Gene Expression,0.08205519236733444,0.0,0.0,2628,0.9235281375300979,1402
ENSMUSG00000039105,Atp6v1g1,Gene Expression,0.08204895865088638,0.0,0.0,17463,5.617925173615754,2606
ENSMUSG00000030401,Rtn2,Gene Expression,0.08204226940357877,0.0,0.0,6322,2.091715309913723,2226
ENSMUSG00000053129,Gsx1,Gene Expression,0.08203355844148424,0.0,0.0,74,0.021355478507335372,61
ENSMUSG00000038446,Cdc40,Gene Expression,0.08201569359672548,0.0,0.0,1858,0.5955346052766836,1159
ENSMUSG00000055809,Dnaaf3,Gene Expression,0.08197840490952175,0.0,0.0,123,0.036302649835909306,95
ENSMUSG00000020484,Xbp1,Gene Expression,0.08188770376419235,0.0,0.0,5512,1.724153814890611,2064
ENSMUSG00000011179,Odc1,Gene Expression,0.08179613255562505,0.0,0.0,4519,1.4151089062580884,1916
ENSMUSG00000096014,Sox1,Gene Expression,0.08178177105917665,0.0,0.0,1051,0.3404765003562306,733
ENSMUSG00000000538,Tom1l2,Gene Expression,0.0817712990609707,0.0,0.0,8793,2.9427364959909146,2437
ENSMUSG00000001039,B9d1,Gene Expression,0.08175656939441679,0.0,0.0,1870,0.5590976298410842,1166
ENSMUSG00000022442,Ttll1,Gene Expression,0.08173988947533994,0.0,0.0,2620,0.8014492797108849,1467
ENSMUSG00000037593,Rskr,Gene Expression,0.08167322627672839,0.0,0.0,211,0.071098306085732,185
ENSMUSG00000022565,Plec,Gene Expression,0.08159200837564162,0.0,0.0,4858,1.6298696557189378,2029
ENSMUSG00000008305,Tle1,Gene Expression,0.08159193778816054,0.0,0.0,2709,0.8468567053658652,1404
ENSMUSG00000034663,Bmp2k,Gene Expression,0.0815786893065447,0.0,0.0,1039,0.4103235933684295,793
ENSMUSG00000052369,Tmem106c,Gene Expression,0.08155398301435177,0.0,0.0,2579,0.8170321114085694,1462
ENSMUSG00000035443,Thyn1,Gene Expression,0.08153445240452142,0.0,0.0,3778,1.1177074342557791,1699
ENSMUSG00000029772,Ahcyl2,Gene Expression,0.081520951881563,0.0,0.0,5016,1.594110236230349,1999
ENSMUSG00000021638,Ocln,Gene Expression,0.08151528915730259,0.0,0.0,489,0.15794262026372194,356
ENSMUSG00000049112,Oxtr,Gene Expression,0.08149661707703885,0.0,0.0,360,0.10775176276374908,289
ENSMUSG00000052698,Tln2,Gene Expression,0.08148994790014678,0.0,0.0,3334,1.1455748692849803,1716
ENSMUSG00000021996,Esd,Gene Expression,0.08148740124157296,0.0,0.0,8179,2.5739022613344447,2320
ENSMUSG00000044447,Dock5,Gene Expression,0.08148558035157617,0.0,0.0,252,0.10238657283043431,220
ENSMUSG00000057182,Scn3a,Gene Expression,0.0814774337389211,0.0,0.0,1945,0.5983128338035297,1155
ENSMUSG00000040212,Emp3,Gene Expression,0.0814486644230137,0.0,0.0,383,0.1409419628563376,260
ENSMUSG00000031796,Cfap20,Gene Expression,0.08144186528319511,0.0,0.0,4398,1.3578549388804348,1849
ENSMUSG00000040111,Gramd1b,Gene Expression,0.08141987553036788,0.0,0.0,4403,1.4292064389050443,1896
ENSMUSG00000020175,Rab36,Gene Expression,0.08141532635324565,0.0,0.0,1351,0.3989630658864317,916
ENSMUSG00000039697,Ncoa7,Gene Expression,0.08141526161503865,0.0,0.0,3975,1.2652025908447488,1790
ENSMUSG00000031736,Crnde,Gene Expression,0.08141292315706372,0.0,0.0,197,0.06387127786401695,165
ENSMUSG00000038523,1700003F12Rik,Gene Expression,0.0813761375008431,0.0,0.0,185,0.059668762708729575,160
ENSMUSG00000027737,Slc7a11,Gene Expression,0.0813652587617941,0.0,0.0,1480,0.5484444696545691,975
ENSMUSG00000050600,Zfp831,Gene Expression,0.08134805217780747,0.0,0.0,515,0.15276272494045182,412
ENSMUSG00000018322,Tomm34,Gene Expression,0.08134436977710872,0.0,0.0,4363,1.3559844257414326,1866
ENSMUSG00000042097,Zfp239,Gene Expression,0.0812924020787419,0.0,0.0,2109,0.6682154813728728,1269
ENSMUSG00000039813,Tbc1d2,Gene Expression,0.08129092766251086,0.0,0.0,191,0.05405421433243808,158
ENSMUSG00000033427,Upb1,Gene Expression,0.08122729976603664,0.0,0.0,63,0.02125331990795954,53
ENSMUSG00000029993,Nfu1,Gene Expression,0.08122017629412544,0.0,0.0,5850,1.8298085948861982,2108
ENSMUSG00000001924,Uba1,Gene Expression,0.08120179461738108,0.0,0.0,17187,5.467713141641369,2618
ENSMUSG00000005483,Dnajb1,Gene Expression,0.08119106697928379,0.0,0.0,3667,1.1694117054924855,1750
ENSMUSG00000055733,Nap1l3,Gene Expression,0.08118896832765263,0.0,0.0,3531,1.1106971570952027,1706
ENSMUSG00000041592,Sdk2,Gene Expression,0.08118033608005976,0.0,0.0,747,0.24971889453211532,608
ENSMUSG00000039057,Myo16,Gene Expression,0.08110250186414619,0.0,0.0,920,0.2802858829810701,661
ENSMUSG00000025085,Ablim1,Gene Expression,0.08109068499793406,0.0,0.0,3698,1.237380821087517,1789
ENSMUSG00000031441,Atp11a,Gene Expression,0.08106515139952715,0.0,0.0,1616,0.566769840068133,1076
ENSMUSG00000024695,Zfp91,Gene Expression,0.08103912266740325,0.0,0.0,5617,2.0520190404096685,2193
ENSMUSG00000021209,Ppp4r4,Gene Expression,0.08100415625816773,0.0,0.0,1669,0.5347462403691603,1067
ENSMUSG00000027506,Tpd52,Gene Expression,0.08096553861007605,0.0,0.0,5727,1.911307109010241,2186
ENSMUSG00000048279,Sacs,Gene Expression,0.08095542357311497,0.0,0.0,2403,0.7988453804340886,1435
ENSMUSG00000059278,Naa38,Gene Expression,0.08095383119933276,0.0,0.0,13404,4.268391640894012,2568
ENSMUSG00000034160,Ogt,Gene Expression,0.08095342864214988,0.0,0.0,5713,1.8127378854190892,2101
ENSMUSG00000020264,Slc36a2,Gene Expression,0.08093784938113445,0.0,0.0,43,0.0158992119065005,32
ENSMUSG00000024053,Emilin2,Gene Expression,0.08093218356972305,0.0,0.0,258,0.11054058012784833,221
ENSMUSG00000036834,Plch1,Gene Expression,0.08088378611524888,0.0,0.0,404,0.13782658208629175,338
ENSMUSG00000020032,Nuak1,Gene Expression,0.08087117709198492,0.0,0.0,1860,0.6258534240921493,1173
ENSMUSG00000025089,Gfra1,Gene Expression,0.08077842712652307,0.0,0.0,1647,0.504767992632995,973
ENSMUSG00000095139,Pou3f2,Gene Expression,0.08074773276218242,0.0,0.0,950,0.34896549253933323,724
ENSMUSG00000096140,Ankrd66,Gene Expression,0.08073763215639722,0.0,0.0,47,0.014171059147288402,39
ENSMUSG00000032244,Fem1b,Gene Expression,0.08073445405643208,0.0,0.0,6316,2.023997801878752,2173
ENSMUSG00000039715,Wdr34,Gene Expression,0.08073225717339988,0.0,0.0,1917,0.5862315910665746,1219
ENSMUSG00000038884,Shfl,Gene Expression,0.08069913576059527,0.0,0.0,2665,0.7830877107601152,1401
ENSMUSG00000001020,S100a4,Gene Expression,0.08069668292729958,0.0,0.0,522,0.19839209730795193,405
ENSMUSG00000001507,Itga3,Gene Expression,0.08066984772331927,0.0,0.0,980,0.32035204192698663,730
ENSMUSG00000086756,Gm14051,Gene Expression,0.08065370880824717,0.0,0.0,42,0.010859894674089484,31
ENSMUSG00000019806,Aig1,Gene Expression,0.08064152226168066,0.0,0.0,4933,1.5680224843717987,1955
ENSMUSG00000041037,Irgq,Gene Expression,0.08063682066704439,0.0,0.0,3435,1.1231005882884257,1703
ENSMUSG00000052833,Sae1,Gene Expression,0.0805888031935682,0.0,0.0,5339,1.6633671679728654,2034
ENSMUSG00000021248,Tmed10,Gene Expression,0.08052392142884593,0.0,0.0,10305,3.484048096761475,2497
ENSMUSG00000037710,Cisd1,Gene Expression,0.08052206227316623,0.0,0.0,18200,5.666686262116502,2599
ENSMUSG00000030770,Parva,Gene Expression,0.08051020821799726,0.0,0.0,2638,0.8475897922463427,1442
ENSMUSG00000000804,Usp32,Gene Expression,0.08046047582845892,0.0,0.0,5087,1.665242115900675,2047
ENSMUSG00000032733,Snx33,Gene Expression,0.08041785182293126,0.0,0.0,399,0.1629683223733758,343
ENSMUSG00000024735,Prpf19,Gene Expression,0.08039301404992699,0.0,0.0,9253,2.9371972654494964,2381
ENSMUSG00000053414,Hunk,Gene Expression,0.08036853171338536,0.0,0.0,763,0.2464194992552341,561
ENSMUSG00000021027,Ralgapa1,Gene Expression,0.08033343947995136,0.0,0.0,4993,1.5800163275750512,1990
ENSMUSG00000098188,Sowahc,Gene Expression,0.08025475049710412,0.0,0.0,664,0.2152248677992462,488
ENSMUSG00000030662,Ipo5,Gene Expression,0.08023658242266442,0.0,0.0,6803,2.194654059348651,2228
ENSMUSG00000027346,Gpcpd1,Gene Expression,0.08023205651194068,0.0,0.0,3039,0.9984661058246536,1620
ENSMUSG00000014599,Csf1,Gene Expression,0.08019505589491387,0.0,0.0,1002,0.36773650510654493,749
ENSMUSG00000022283,Pabpc1,Gene Expression,0.08019109303206265,0.0,0.0,15403,5.446022608456862,2637
ENSMUSG00000021604,Irx4,Gene Expression,0.08017426510146247,0.0,0.0,3,0.0003574143771074655,2
ENSMUSG00000044034,Npb,Gene Expression,0.08014848215293661,0.0,0.0,241,0.07529036150413651,187
ENSMUSG00000096472,Cdkn2d,Gene Expression,0.08013978921545502,0.0,0.0,5956,1.8535181449708964,2120
ENSMUSG00000026470,Stx6,Gene Expression,0.0801002905419008,0.0,0.0,3826,1.2625808713904298,1807
ENSMUSG00000105891,A230001M10Rik,Gene Expression,0.08006608968925187,0.0,0.0,151,0.06952483964687795,135
ENSMUSG00000020743,Mif4gd,Gene Expression,0.08004989152695324,0.0,0.0,1158,0.43501574864548415,856
ENSMUSG00000027180,Fbxo3,Gene Expression,0.0800490213871319,0.0,0.0,4795,1.5459676690524722,1998
ENSMUSG00000075225,Ccdc162,Gene Expression,0.08003179901421832,0.0,0.0,99,0.030529382517531855,85
ENSMUSG00000015202,Cnksr3,Gene Expression,0.08002933593437131,0.0,0.0,483,0.18835404577994486,365
ENSMUSG00000026748,Plxdc2,Gene Expression,0.0800291204403081,0.0,0.0,2245,0.8198736714441686,1380
ENSMUSG00000020153,Ndufs7,Gene Expression,0.080018096030743,0.0,0.0,19758,6.32243699347936,2624
ENSMUSG00000047976,Kcna1,Gene Expression,0.07987361158099908,0.0,0.0,1110,0.4268045558938794,826
ENSMUSG00000051502,Ufsp1,Gene Expression,0.079803361744118,0.0,0.0,1168,0.3588516976720133,830
ENSMUSG00000052229,Gpr17,Gene Expression,0.07973218180514197,0.0,0.0,1771,0.6967510516246074,886
ENSMUSG00000002944,Cd36,Gene Expression,0.07972711691915658,0.0,0.0,157,0.04434012046261417,133
ENSMUSG00000085980,Gm12408,Gene Expression,0.0797055694865541,0.0,0.0,112,0.027616787699125494,99
ENSMUSG00000046378,Asphd1,Gene Expression,0.0796715799312691,0.0,0.0,2227,0.7459666445032945,1353
ENSMUSG00000027931,Npr1,Gene Expression,0.07960302530132767,0.0,0.0,246,0.07866472758040034,200
ENSMUSG00000073633,Fbxo36,Gene Expression,0.07960093088174962,0.0,0.0,590,0.19121293677017598,459
ENSMUSG00000052911,Lamb2,Gene Expression,0.0795996528766594,0.0,0.0,1367,0.510134415678357,900
ENSMUSG00000076609,Igkc,Gene Expression,0.07955149429792041,0.0,0.0,294,0.13389895538890662,102
ENSMUSG00000008999,Bmp7,Gene Expression,0.07954678757126697,0.0,0.0,619,0.21702818010354416,426
ENSMUSG00000044600,Smim7,Gene Expression,0.07954255838177443,0.0,0.0,8196,2.6488418486721867,2341
ENSMUSG00000044224,Dnajc21,Gene Expression,0.07953745765071615,0.0,0.0,1866,0.5794349708185519,1158
ENSMUSG00000004394,Tmed4,Gene Expression,0.07946067538431388,0.0,0.0,5110,1.6047882340690487,1992
ENSMUSG00000015217,Hmgb3,Gene Expression,0.07943973019014437,0.0,0.0,2420,0.772591300044129,1418
ENSMUSG00000029066,Mrpl20,Gene Expression,0.07943084528418105,0.0,0.0,12996,4.13679609489348,2549
ENSMUSG00000015671,Psma2,Gene Expression,0.07941152536832886,0.0,0.0,12159,3.8214014485983148,2503
ENSMUSG00000035948,Acss3,Gene Expression,0.0794074241522376,0.0,0.0,99,0.029875262381375316,78
ENSMUSG00000041881,Ndufa7,Gene Expression,0.0793885777075798,0.0,0.0,27485,8.90789593859775,2674
ENSMUSG00000021870,Slmap,Gene Expression,0.07932555730418298,0.0,0.0,4110,1.3134724270528326,1851
ENSMUSG00000044308,Ubr3,Gene Expression,0.07930338006590514,0.0,0.0,6789,2.150616439912841,2175
ENSMUSG00000020155,Kcnmb1,Gene Expression,0.0792844201297626,0.0,0.0,133,0.046123385822229745,92
ENSMUSG00000027589,Pcmtd2,Gene Expression,0.07919691747429651,0.0,0.0,3469,1.0782117987793418,1709
ENSMUSG00000020955,Ap4s1,Gene Expression,0.07918177279441423,0.0,0.0,5606,1.756898804423918,2077
ENSMUSG00000022940,Pigp,Gene Expression,0.07917668932805007,0.0,0.0,4859,1.529094168401855,1940
ENSMUSG00000027642,Rpn2,Gene Expression,0.07915486992104911,0.0,0.0,11111,3.610115885357254,2494
ENSMUSG00000049612,Omg,Gene Expression,0.07912923335197646,0.0,0.0,9354,3.1218133423109244,2421
ENSMUSG00000029030,Tprgl,Gene Expression,0.07912289192190705,0.0,0.0,15624,5.078618274543314,2605
ENSMUSG00000030917,Tmem159,Gene Expression,0.07911224870992295,0.0,0.0,1241,0.39446165449341086,860
ENSMUSG00000024232,Bambi,Gene Expression,0.0791071994973755,0.0,0.0,597,0.18046634311521606,426
ENSMUSG00000012819,Cdh23,Gene Expression,0.07910576347452605,0.0,0.0,82,0.02504642682472814,75
ENSMUSG00000087403,Kantr,Gene Expression,0.07903456922972699,0.0,0.0,2074,0.6395505661282211,1248
ENSMUSG00000034845,Plvap,Gene Expression,0.07898999615848956,0.0,0.0,1211,0.3605280688697404,853
ENSMUSG00000037824,Tspan14,Gene Expression,0.07897536194013804,0.0,0.0,1990,0.7316388185147571,1320
ENSMUSG00000018849,Wwc1,Gene Expression,0.07893313577722426,0.0,0.0,3617,1.2312776098016367,1785
ENSMUSG00000020100,Slc29a3,Gene Expression,0.07893167634321517,0.0,0.0,780,0.3014235222640221,625
ENSMUSG00000029761,Cald1,Gene Expression,0.07891452519489858,0.0,0.0,1374,0.4788800465222794,883
ENSMUSG00000042747,Krtcap2,Gene Expression,0.07886752565126608,0.0,0.0,9876,3.160854549198899,2453
ENSMUSG00000001542,Ell2,Gene Expression,0.07886519035813325,0.0,0.0,1624,0.5718078246839616,1081
ENSMUSG00000058620,Adra2b,Gene Expression,0.07886400880363344,0.0,0.0,87,0.036089333653597525,77
ENSMUSG00000058317,Ube2e2,Gene Expression,0.07886047359696151,0.0,0.0,6553,1.9863426882993735,2139
ENSMUSG00000049436,Upk1b,Gene Expression,0.07884907428130261,0.0,0.0,118,0.039348226942709855,87
ENSMUSG00000028398,Dmac1,Gene Expression,0.07884735554940403,0.0,0.0,4224,1.309430407200469,1853
ENSMUSG00000025289,Prdx4,Gene Expression,0.07883659281207704,0.0,0.0,3116,1.0451273137555668,1631
ENSMUSG00000071369,Map3k5,Gene Expression,0.07883599310958436,0.0,0.0,1252,0.4089944380870446,914
ENSMUSG00000026914,Psmd14,Gene Expression,0.07880819618472105,0.0,0.0,7740,2.3946739844139744,2246
ENSMUSG00000046785,Epm2aip1,Gene Expression,0.07878695315207339,0.0,0.0,6229,1.9846186466034843,2164
ENSMUSG00000025321,Itgb8,Gene Expression,0.07877561392604779,0.0,0.0,2972,1.07292789216029,1667
ENSMUSG00000006784,Ttc25,Gene Expression,0.07871159979803108,0.0,0.0,118,0.03516193885948795,103
ENSMUSG00000073514,Dok6,Gene Expression,0.07870906565193526,0.0,0.0,3649,1.3026262106151791,1808
ENSMUSG00000072704,Smim10l1,Gene Expression,0.07869315986887457,0.0,0.0,10306,3.348145853984489,2465
